;Review;Class
284;Este Hotel es muy lindo, muy grande.  Nos tocó una habitación con vista plena al mar, es decir, desde la cama (que es GIGANTE) se lo puede ver.  Lo malo en nuestra habitación era que la puerta del baño no cerraba.  El balcón es gigante, con vista a la pileta también. El servicio de internet del hotel no es bueno, sale 8 CUC la hora, y es muy lento, y sólo para el Lobby la señal de Wi Fi. Nos pareció de muy mal gusto nuestra experiencia con uno de los maleteros.  Como recién llegábamos a Cuba no habíamos podido cambiar dinero, entonces, cuando llegamos al hotel, nos asignan habitación, y nos dicen que el maletero se encargaría de llevar nuestros equipajes (como se acostumbra en hoteles de esta categoría, y como también es costumbre dejar propina, nuestra idea era ante nuestra…;2
285;Me encanta este lugar! Podrá cenar en el bar deportivo dentro o fuera en la terraza con vistas al estanque que es realmente precioso. Amable y excelente servicio. Melissa y Sergio eran fenomenales. Las bebidas y la comida es excelente y a un precio razonable. Recomiendo ir a este restaurante.;5
286;Acabo de regresar de La Habana con un grupo de 9. Todos nosotros disfrutamos este hotel en la Habana Vieja central una cuadra de la capital. Las habitaciones son grandes y están en muy buenas condiciones. Asegúrate de pedir la parte antigua. Los usos eléctricos europeo tapones así que llevar un adaptador. Internet es a veces disponibles en la habitación. Lo mejor es comprar una tarjeta de $5 de Internet en el 2Â° piso y usarlo en el vestíbulo. A propósito, la tarjeta puede ser usada en cualquier lugar de la ciudad donde hay acceso inalámbrico a Internet. Asegúrate de que cierran cuando estás hecho (http://1.1.1.1 - cerrar. Llevar consigo dinero en efectivo, al menos ahora. A pesar de lo que se lee, el hotel ATM's y el no llevar tarjetas de crédito. Hay una pequeña cantidad de…;4
287;"Como cliente asiduo del restaurante puedo decir que es un lugar que a pesar del paso del tiempo sigue ofreciendo la misma calidad y servicio que cuando abrió hace ya algunos años.

La carta ha tenido poco cambio en este tiempo pero los platillos siguen...Más";4
288;Cuenta con buenas instalaciones, te toman foto de recuerdo es opcional tú decides, esta bien dividida por áreas según los famosos que están en la sala, desde cantantes, ex presidentes, cómics, te puedes fotografiar. Hay una sala de “terror” con interacciones muy buena. Te venden una guía del lugar para que no se pero bueno es negocio.;3
289;Un restaurante, con claridad agradable, linda vista, y la comida riquísima, los postres geniales. Muy recomendable, aunque lleven bien cargada la billetera porque es costoso.;4
290;El mejor hotel de la ciudad, por sus trabajadores, productos y servicios  100% recomendado. Absolutamente todo fue increíble, desde el check in hasta el check out, excelente atención, comida, limpieza, amabilidad, ubicación y precio.;5
291;Este lugar está sembrado aparecer vendedor todo el lugar. Literalmente por todas partes. Es una pena porque creo que estas ruinas son bastante increíble, pero constantemente que puedo conseguir 5 camisas por 10 dólares era bastante molesto pero por desgracia inevitable. No puedes subir o tocar nada aquí. Fuimos a 10 sitios este viaje y por desgracia esto debería haber sido en la parte superior pero estaba entre el fondo.;3
292;Para subir una escalera de mármol, a través de un sitio de construcción, sin embargo, habitada por gente que proporciona música de fondo, para un restaurante en la tercera planta, con servicio de comida y de esta calidad, es una experiencia que simplemente nunca olvidará....El servicio era impecable, aún cuando tienen que tratar con un montón de alboroto de inglés titulado que afortunadamente la izquierda como llegamos. La comida es de los mejores que hemos tenido en nuestra quincena en Cuba. El único inconveniente fue la inexplicable presencia de algunos terrones pequeños de queso en una deliciosa mousse de fruta tropical, pero volvería en un abrir y cerrar de ojos.Más;5
293;Vale la pena realizar la caminata desde el Capitolio hasta el Malecón. Hay un montón de bellos edificios, algunos destruidos, por ésta calle. Recomiendo hacerlo al atardecer, porque obtendrás muy buena luz para las fotografías.;5
294;Segunda vez ya que vengo aquí y ningún cambio, te dan la cuenta al momento que te llevan la bebida, además llegas y te sientas a esperar a que te atiendan y se tardan como 20 minutos en venir a atenderte, una vez pedí solo 2 botellas de agua, se tardaron como 30 minutos en traerme las dos botellas, para colmo me las trae la mujer en las manos y en las otras manos trae los dos vasos ni una bandeja ni nada!!!! Esto es asqueroso, cuando me pone el vaso en la mesa.... la sorpresita, manchado de un pintalabios, esto ya es lo más cutre del mundo!!!! ;2
295;Solo resaltar que me esperaba algo más isleño y que los mojitos estuvieran más elaborados. Parecía que era un museo y te daba una especie de soda con Ron y algo de hielo. Era algo sistemático y muy turístico, no tenía el encanto de Cuba,...Más;3
296;Nuestro grupo de 14 en una visita a Cuba por la noche cenamos aquí finales de febrero 2013. La comida era excelente, pero el servicio fue extremadamente lento, y el personal desatendido. comida llegó desordenada con algunos aperitivos todavía no sirve después otros en el...grupo había terminado el suyo y lo mismo ocurrió con platos principales. Claramente el orgullo de restaurante en sí en un buen servicio, ya que cobran agregar el 10% de la factura de servicio que sin duda no se merecen.Más;3
297;Es un playon de unas 4 manzanas totalmente asfaltado. Nada de verde, nada de sombra, nada lindo que ver. De un lado un monumento a Marti, enfrente las famosas imágenes de Camilo Cienfuegos y el Che Guevara. De pintoresco nada, de historia quizá. Pero estando en la Habana, la visita es obligada.;4
298;Recomiendo el Mole, está exquisito.  También en recomendable hacer entradas cmpartidas.  Muy buena relación calidad/precio;5
299;Estuvimos unas noches en el hotel antes de hacer una ruta por toda Cuba, la verdad que nos gusto por su ubicación, es excelente, en la zona de la Habana vieja con todo lo mas turístico en los alrededores, las habitaciones son amplias  y unas vistas hermosas a la ciudad. Estancia muy agradable, para repetir.;5
300;Es más un fuerte que un castillo, pero tiene mucho que ver con las historia de la ciudad. En mi caso particular nunca había visitado una construcción de estas características, y me pareció muy interesante. Es una actividad que no hay que dejar de hacer.;3
301;Al pasear y recorrer este sector de Bogotá se puede percibir lo históricas que son sus calles y construcciones, además los restaurantes y bares que hay en este lugar son realmente acogedores y agradables ;4
302;Muy lindo lugar con una hermosa vista, se puede subir en fonicular y bajar en tren, arriba hya hermsos miradores. vale la pena;4
303;Pura cultura latinoamericana, un lugar imperdible, cuidado al 100% que muestra un respeto por su cultura indígena y su legado. Hay que tomarse tiempo porque es un paseo largo y hay que darlo con calma porque hay muchísimo que ver. Imperdible;5
304;"Excelent very good; todo excelente Las personas fueron muy calidas, dispuestas a servir en todo lo.que se requiera. la vista del del mar desde los cuartos. el tamaño de la habitacion fue el mejor Bueno                                                  ";5
305;Una imagen llena de historia, que mira hacia la ciudad, ubicada estrategicamente a una altura, lo suficiente para ser vista desde distintas puntos de la ciudad.;4
306;Fui en semana santa por 3 dias a Cartagena. Me hospedé en el Cartagena Plaza y la estadía fue muy agradable. El Hotel cuenta con muchas amenidades, el personal tanto meseros, limpieza, botones, etc. es muy atento y siempre dispuestos a colaborar. Lo que no me gustó es que en horas pico es muy complicado acceder a los elevadores. Hay 4 y es un edificio de 20 pisos por lo que tardan mucho en llegar, yo no esperé tanto pero escuché a muchos quejádose de que duraron más de 5 minutos esperando;4
307;Estúpida tradición turística , hordas de rosados guiris haciendo cola para beber un mojito ,como por obligación. Refleja las altas cotas de absurdez a las que llega el ser humano. Ni que decir tiene que los cócteles no son ni baratos ,ni los mejores.;5
308;Desde ver la forma de la edificación te das cuenta que es algo bueno, al entrar las instalaciones son novedosas e incluso algunas hasta interactivas, la atención es muy buena, solo que cierran muy temprano, es totalmente recomendable y no dejarlo pasar al visitar Merida.;4
309;Servicio muy bueno en el lobby y bar. Pésimo limpieza a la habitación. Arena  en la alfombra y cabellos en el baño de huéspedes anteriores y polvo en los muebles. Buena ubicación. Unas galletas riquisimas;3
310;Estuvimos un grupo de 3 parejas por 12 días en el hotel, cabe destacar que la mala suerte nos acompaño, desde encontrarnos con tornillos metálicos en la comida, hasta hongos en el pan, si no reclamas no cumplen con lo contratado, al presentar mis reclamos, nunca estuvo el gerente.....  solo unos asistentes que después de 4 días y mucho insistir, no daban mayor respuesta a los problemas, recalco las personas que te atienden, una amabilidad rencomendable...;2
311;Muy buen servicio, hotel limpio y  de facil acceso. Altamente recomendable. COmida rica, pero hace falta un menu mas amplio. EL precio un poco alto en comparacion a otros hoteles. EL personal con excelente trato.;5
312;"Una de las visitas obligadas de la ciudad pero también de las más frivolizadas. No sólo por la leyenda, sino porque es asombrosa la forma en que se lograban edificar casa a escasos centrímetros unas de otras.

Una vez en el lugar, tener cuidado ya que los supuestos guías de turístas tratarán de convencerlo para que esucha la leyenda que, por otro lado todo mundo conoce. Después es probable que lo forcen para que base a suc compañero(a) casi en contra de su voluntad.

Evitar la visita durante las noches, que es cuando las estudiantinas llevan a la gente al lugar, y al tener el callejón sólo 60 cm de ancho el lugar se vuelve insoportable por momentos.";4
313;Gran lugar para sentarse y observar a la gente, los fines de semana está lleno de arte y gente muy divertida. Un montón de puestos durante el fin de semana, con mantener sake caseros.;5
314;Han renovado esta ya hace 2 años cuando yo estaba aquí. Se oye voces Maya y nahua como caminar a través de las nuevas galerías. Gran Escala de todas las culturas en una enorme pared. Gran arte contemporáneo también y habitaciones de muebles antiguos.Ve a la azotea tienen un café o almuerzo. Hermoso entorno con vistas a las cúpulas de la ciudad de Puebla. También señora bolsa super amable, y Ella habla inglés, algo que a mi pésimo español.;5
315;Nos alojamos aquí por unos días y nos sentimos decepcionados. El hotel está situado al final de la calle principal en Bocagrande y se encuentra en sus propios terrenos extensos, que fue para nosotros, es mejor y tenía una piscina enorme. nos alojamos en el ala del jardín y aunque nuestra habitación era grande, cansados y en la necesidad de una reforma, como el resto del hotel. El vestíbulo del hotel es un hermoso ejemplo de art-deco y es probablemente el elemento destacado (aparte de los jardines). Hay un bar de cócteles que estaba siendo utilizada para un evento corporativo, así que nunca llegamos a usar. El personal era profesional e incluso bastante enérgico. No comimos allí, así que no puedo comentar sobre la comida. En general, una debería haber ido a otro sitio;3
316;Se encuentran muchos restaurantes, bares y hoteles. Lugar para iniciar las callejoneadasa (recorrer calles de Guanajuato siguiendo a una Estudiantina);5
317;Una gran experiencia visitar este lugar, es una de las 7 maravillas del mundo moderno, no pierdan oportunidad y vayan a conocer, se encuentra cerca de Cancún o Mérida, recomiendo lleven dinero , energía y tiempo. Sugiero contraten un tour ya que la historia no se cuenta sola. Los domingos la entrada es gratis para mexicanos.;5
318;Es un hotel impresionantemente grande, sin embargo, es notorio que fue muy bueno en su momento, uno debe ir con la mente abierta este hotel, la gente de recepcion es muy amable y la gente del bar tambien muy atentos.  El desayuno debes tomarlo muy temprano porque todo se termina muy rápido y algunas cosas del bufet ya no las reponen asi que si llegas tarde pues no te quedan muchas opciones.  No existe el servicio a cuarto inclusive en mi situacion uno de mis compañeros enfermo y no pudo bajar asi que pedi el desayuno para subir algo y me exigieron que bajara mis platos antes de las 10 de la mañana de una manera algo ruda (como si me los fuera a robar) pero digo mente abierta de viajero cumpli mi palabra y lo regrese pensando que a ellos les pueden pedir el plato si no pues se…;4
319;la habitacion estaba muy amplia ,comoda limpia , y la vista del centro historico fue espectacular desde la habitación, el trato del personal fue algo de lo que no me agrado , un trato muy frio y distante, ademas de que el precio de los alimentos del restaurante del hotel eran exhorbitantes y siempre estaba solo, con la hoste invitandote a pasar casi a fuerzas, las areas de los pasillos y elevadores del hotel merecen una remodelada o limpieza urgente, huelen a alfombra sucia!! y los elevadores estan medio anticuados!! la ubicación era excelente, pero el estacionamiento muy incomodo y los accesos a la Calle, LO BUENO QUE CUENTAN CON VALET PARQUING, un hotel caro por el mal servicio que ofrece y sus instalaciones anticuadas, la alberca es pequeña pero muy relajante, me gusto el;3
320;Mal servicio, había que llamar hasta 2 ocaciones para que resolvieron los problemas. Lo único bueno es que tiene cerca la playa. Lo malo es las masajistas que son muy muy insistentes en darte un masaje.  ;2
321;Super buen lugar , muy elegante y muy bien ubicado , con una super vista y muy atentos los meseros en especial Francisco , Victor y Osmán;5
322;Chichen Itza es un gran lugar para visitar. Es un viaje de un día, partiendo de su hotel temprano por la mañana y volver temprano en la noche. En el viaje en autobús al sitio nos ofrecieron bebidas y aperitivos y en el viaje de regreso algunas cervezas frías y Tequila. Utilizamos Olympus Tours y nos parecieron ser amable e informativo. agua y sombrillas son ofrecidas por la caminata de la excursión. Nos detuvimos en un buffet para el almuerzo con entretenimiento, que estaba incluido en el precio de la excursión. También hicimos una parada que también estaba incluida en la visita al Cenote, un lavabo hoyos para una gran experiencia y bonitas fotos. Traiga su traje de baño y toalla. taquillas y vestuarios disponibles. Si vas a Cancún usted debe tomar el tiempo para visitar las ruinas Mayas, una de las siete maravillas del mundo.;5
323;"Esta abrumadora Eatery atmosférico, te lleva atrás en el tiempo ...
El interior y el ""paisaje"" del restaurante es entre algo real, algo mágicamente y algo que le recuerda a un sueño ... que te lleva a un sentido de verdadero ""mágico de Lo"" no...salir de Cuba sin ser parte de este lugar.
Fuimos por la noche, nuestro hijo, nuestro 10 años y que los padres. Las calles de abajo estaban llenas de los sonidos de la noche y el restaurante estaba lleno de gente, el ambiente era muy mágico, la comida era muy buena y la gente que asistió a nosotros amable y el servicio tenía un toque personal muy especial: -)Más";5
324;buena atencion y servicio, buenas habitaciones, excelente gastronomia, playas tranquilas, bebidas excelentes, cerca a la ciudad amurallda y el centro historico de cartagena, bocagrande, piscinas limpias y agradables.;5
325;Cuando me entregsron la habitación había un calzon de mujer , me hostigaron todo el día por whatsapp en mis vacaciones, a pesar de que en Cartagena no es potable solo te proporcionan 1 litro de agua para una habitación donde estábamos 3 personas 4  para 5 días , el WiFi es pésimo, muy baja velocidad . Los computadores que proporciona  para el uso de los huéspedes tienen lineas en la pantalla y uno no se puede usar . Por otro lado en el ascensor el botón del piso 6 estaba dañado y me todo subir al 7 o bajar al 8, y Finalmente quisiera decir que viajo mucho ya sea por placer o por trabajo y este es el peor hotel en que me he quedado en Toda mi vida;2
326;Muy buen servicio nos atendio reimundo.  Las bebidas estan muy ricas, hay mucha variedad de alimentos.;5
327;trabajamos con Jennifer Carr de tropical viajeros para coordinar nuestro destino boda en este lugar. Desde el momento en que llegamos hasta el día muy deprimente que nos teníamos que marchar, nuestra experiencia no podría haber sido mejor. El servicio era excelente, las instalaciones eran una maravilla, y la experiencia fue inolvidable. Tenemos 0 quejas de nuestro viaje y le recomendaría este complejo a todos aquellos que desean disfrutar de una experiencia todo incluido completa!;5
328;Una zona muy segura. Los policías son muy amables para ubicarte. El punto de información de la alcaldía entrega muy buenas recomendaciones. La peatonal muy pintoresca.;5
329;Este cerro es muy famoso e impresionante se puede ver desde muchos puntos de la ciudad y de donde se vea es espectacular;4
330;"Exente servicio y comida de lo mejor, bien ubicado, muy buena presentación de platillos y mejor las bebidas que gran lugar. 
Felicidades";5
331;Este hotel inicio muy bien, viajo constantemente a Mérida y veo como de ha deteriorado. El personal varía mucho te encuentras el que te atiende bien y el que te atiende pésimo , el servicio de desayuno que es lo que mas uso se ha venido a menos;3
332;"Nunca había probado una cemita y pedí la de portobello con flor de calabaza y me gusto mucho. 

También estaban muy ricas la entrada de quesos con cuitlacoche y la crema poblana. El pastel de chocolate esta muy bueno aunque hubiera preferido que no llevara...Más";4
333;Habia estado hace algunos años en este hotel y estaba pasable, ahora es un hotel viejo, con pobre higiene y un servicio que deja que desear, deje mis datos para que me enviaran la factura y nunca llego, he tenido que llamar 3 veces para que me la envíen, ya la enviaron pero esta equivocada, bastante molesto tener que estar persiguiendo un documento que por ley deben de enviar de forma inmediata, en fin es un reflejo de toda la administracion del hotel, no lo recomiendo, yo no regreso.;2
334;Ir a La Habana sin visitar la bodeguita del medio, no tiene sentido, un bar acogedor, temático y romántico en el que se pueden deleitar con el mejor  mojito de Cuba. Además de una buena música y mucha historia...realmente vale la pena visitarlo!;5
335;"Empezare por lo bueno. Las camas son muy grandes y confortables. El desayuno es muy variado y rico. La habitación es muy amplia y luminosa. Nuestra estancia se dividió en dos ya que fuimos a los cayos. En la planta 16 preciosas vistas al malecón, y en la 15 preciosas vistas a La Habana. En cuanto al resto,  el lobby está bien, y en la planta 25 hay fiestas con música en directo los miércoles. En cuanto a lo malo; Los pasillos tienen una moqueta muy vieja y humedades en las paredes. Las habitaciones tienen un mobiliario viejo y que por la humedad está dilatado, las puertas del baño también. La bañera repintada y vieja, el espejo con desconchones. De los seis ascensores funcionaban dos y el día que nos íbamos se rompió otro y en el que si funcionaba no había luz, y los botones no…";3
336;Visité el cerro Monserrate en mayo  del 2018, si van en vehículo propio hay parqueaderos al lado de la entrada al cerro (No son costosos), debes hacer una fila para comprar tu tiquete y otra para ingresar (Puedes pagar con tarjeta). una vez ingresas, puedes ingresar por el teleférico, el tranvía o a pie. El teleférico tiene horarios de uso pero el tranvía funciona todo el tiempo, si optan por el tranvía les recomiendo ubicarse al frente para tener la mejor vista al subir y bajar. Hay una zona de souvenirs donde pueden comprar recuerdos y hay lugares donde comer también, sin mencionar obviamente la vista para unas increíbles fotos.;4
337;Excelente atención recibida, la comida super deliciosa, la atención de juan Carlos muy esmerada, en el lobby a isaias. La srta yoemi,muy atenta y destaco la atención de jeison, quien nos ayudó mucho. Sin duda volveremos;5
338;Las instalaciones muy bonitas y limpias la atención del personal de la misma manera me encanto!! Las promociones del mismo hotel muy buenas, el desayuno buffet con mucha variedad de alimentos, la atención del personal excelente y los dibujos increibles;5
339;"Muy buena comida, muy buena musica, servicio me quedo mal, lo mas molesto el tipo de gente que hay, primera vez en un restaurante ""supuestamente bien"" en san pedro que me tocan weyes con prostitutas en la mesa de alado. Se exceden lo que dejan...Más";3
340;"Fue una muy linda experiencia, ya que hicimos el tour con guía particular y nos enteramos de toda la historia de este impactante castillo y teniendo en cuenta los años que tiene, nos sorprendió, con la inteligencia que fue construido ( por los españoles ) pensando en las invasiones inglesas; los túneles todos conectados, los huecos con eco para avisar con un solo grito a todos los soldados del castillo. Cosejo importante,si toca día de sol, que no falte sombrero o gorra y agua. te venden en la entreda, como siempre negociar precio. En fin, les podría contar mucho mas, pero prefiero que hagan la visita y se sorprendan.";5
341;"Es increible que un hotel de la cadena Posadas cuente con recepcionistas que no tengan actitud de servicio. El recepcionista de la tarde (ni siquiera para saber su nombre ya que no contaba con gafete) nos dijo que no tenían habitaciones con dos camas, sin embargo me dijo que me podía colocar una cama extra de tamaño MATRIMONIAL sin costo, al subir la cama adicional me percato que es tamaño individual, a lo que el joven solo se limitó a decir ""es el único tamaño que tenemos, pero le podemos subir una segunda cama"", ya se imaginarán, si de por si los cuartos son pequeños añadir 2 camas hace que no puedas ni abrir la puerta de lo ajustado que quedas. Para acabar y simplemente para acabar... el mismo joven tenía aliento alcohólico !....  Pésima imagen del hotel. Ojalá que el";3
342;Si estás en la plaza, pasear en el palacio del gobernador y mirar. El edificio en sí es interesante, y los murales contar una historia convincente de la gente Maya. En algunos lugares me sentí los murales le restaron valor a la arquitectura del edificio. Son sin duda de un estilo diferente. En un segundo piso habitación preparativos con miras a un evento, y por alguna razón la gente sorround pensamos que la música era necesario explosión dolorosos en los niveles de decibelios.;5
343;Muy buen ambiente, buen sabor y excelentes recomendaciones. Ideal para todo tipo de reunión, ya sea en familia, negocios o amigos. Muy recomendado.;5
344;casi no vamos a Chichen Itza porque habíamos estado en varias otras ruinas mayas. Nuestros amigos dijeron que viven en Tulum que teníamos que ir. Estoy muy contenta de haberlo hecho. Llegamos allí cuando inauguró el parque. Es el momento perfecto. Esto fue un poco extraño. Hay dos entradas que tienes que pagar para entrar en el parque. Fui hasta la primera ventana de billetes y nuestras entradas. Luego nos parado por un chico que quiere ser nuestro guía. Él es muy agradable, pero le decimos No. Luego él nos dice que aún tenemos que pagar otra entrada en el siguiente puesto de cajera. En primer lugar, creo que él es si éramos estafadores. Él es justo. no lo entiendo. dijo que es como se paga allí al gobierno federal y se paga allí para el gobierno estatal. Lo que sea. Fui a la próxima cajero, comprado más entrada pases, y nos dirigimos a la puerta de entrada. Efectivamente, había dos arriesgan diferentes de billetes.Sin embargo, cualquiera que sea la tarifa era, valió la pena. La primera cosa que se ve es la gran pirámide y está cubierto por una capa de niebla ligera. Oh my. totalmente mística. Desde allí Caminamos por los jardines en total inspirador. Hicimos un descanso y fuimos al Mayaland hotel para el desayuno. Sé que el nombre suena mal, pero este lugar no es pasatiempo favorito. Los jardines son como viejos Hawaii. Hay bungaloes bajos con techo de paja están ubicados en todo los jardines tropicales. Esta es una visita obligada. El desayuno era magnífico y deliciosa.;3
345;Es un lugar muy agradable de visitar, no recomiendo ir tan tarde porque se llena mucho, pero es un sitio ideal para tomar muchas fotos increíbles. Puedes pasear por allí tranquilamente y si vas el domingo es gratis. Me encantó!!!!!;5
346;Lugar bonito e histórico.Muy Recomendable para pasar un día aprendiendo y divirtiéndose.Cerca de la ciudad de Monterrey.;5
347;Este es uno de los mejores museos que he visitado ya que el colorido de las obras es increíble, nunca fui gran fan de Botero hasta ahora, es 100% recomendable ;5
348;"Somos miembros en Villa del Arco en Cabo San Lucas y quería probar otro complejo de Villa para una escapada de invierno. Villa del Palmar Flamingos en la Rivera Nayarit no decepcionó!
Habitaciones - Todas las habitaciones vista Bahía de Banderas y recomendaría un nivel inferior o a nivel superior, ya algunas de las palmeras en el resort puede obstaculizar la vista. Nos hospedamos en una suite de dos habitaciones y era muy amplia y limpia. El servicio de limpieza hizo un buen trabajo ... las habitaciones siempre estaba muy limpio e incluso nos sorprendió un par de días con lindos animales de toalla.
Los botones, estaban todos excepcional! Nuestro amigo que viajó con nosotros, perdió su teléfono móvil en un taxi en nuestro camino a una excursión. Debido al gran servicio de botones y el personal su información grabada, fueron capaces de localizar el conductor del taxi y su teléfono móvil. Este complejo hace un gran trabajo en cierto sus clientes están seguros.
Servidores - los servidores piscina estaban bien sobre advierte que cuando happy hour era cada día. El servicio era bueno, pero me pareció que a veces pueden haber sido corto de personal ya que no por tan a menudo como los camareros hicieron por nosotros en Cabo. En la cena en el patrón los camareros parecía aún más corto de personal, ya que una noche nos esperó bastante tiempo para tener nuestra orden y recibir la comida.
Comida: la comida era buena ... Más opciones de restaurantes y opciones de comida sería una ventaja.
En general, nos gustó mucho este complejo y, sin duda, volveremos. La playa, la piscina y las vistas eran impresionantes!";5
349;Cuba no es conocido por su servicio increíble, pero este lugar debería ser! De lejos, el mejor servicio que recibí en Cuba. La comida era deliciosa, otra rareza para la isla. El propietario nos proporcionó información sobre la comida que pedimos y el chef. Cuando...la comida fue hecho nos dio sugerencias sobre dónde ir para esa noche. Una gran experiencia en Cuba. Vale la pena el dinero.Más;5
350;"Advertencia: si nunca antes has estado a Puerto Vallarta antes, guarda este consejo para el aeropuerto: cuando sales del área de seguridad, hacia la izquierda y sigue caminando pasas por todos los mostradores ignorad y la gente que te ofrece asistencia. Todos son la gente de ventas de tiempos de tiempo y que te retraso que de moverse tu el transporte y la primera bebida en el resort.

He estado en este complejo 7 veces los últimos 10 años pasado, el pasado 5 veces con mi esposa. Este complejo solía ser llamado Club Eden y luego la Solare. Se solía ser el complejo sólo por kilómetros, sin embargo, que ha sido desarrollo y otros complejos son aparece. Lo único bueno...el Samba conserva su encanto y tiene muchos personalizado personal que han ido allí por años. Está en el océano entre el aeropuerto y Nuevo Vallarta en el sur, Bucerias hasta el norte. A unos 30 minutos a pie o en dirección te lleva a las tiendas y restaurantes si así que elegir. La playa es estupenda, y el sonido de las olas es tan relajante. No tienes planeado de esnórquel a menos que tomar un tour a Los Arcos, Yelapa o la zona de la isla, Marietas el surf mantiene el churned de agua. La gran ventaja de la costa sureste...casi garantizado bien clima. Alquilar un coche y tomar un norte de conducir de Sayulitas y Guyabitos. Si te cabeza al sur de la ciudad, tomar un taxi.

Si estás buscando un lugar de fiesta dura...no es el lugar. Es un hotel muy tranquilo, relajado lugar donde puedes encontrar siempre una silla de la piscina o en la playa. Hay muchas actividades, pressures a nadie que a ellos. Tienen también incluía un baile profesional y espectáculo grupo, que puso en una variedad de espectáculos espectacular que son una enorme mejora de muestra la mayoría de resort.

El complejo en sí es menos de 200 habitaciones, tiene un buffet de casi continuamente con una buena variedad de alimentos catering para gustos más de gentes. Ha sido reorganized en el año pasado y funciona mucho mejor de años anteriores. Hay dos restaurantes a la carta: el Venezia restaurante italiano y el Grill. La parrilla ha honrado a Dios bistecs (Nueva York, rib ojos, t-huesos, etc. ) y el restaurante italiano tiene el mejor queso crema lleno rollos de la cena, nunca me gusto. Ambos tienen un servicio impecable y acabar con la oferta de especialidades café, que incluye un espectáculo de firey. Para aquellos que he visitado antes, los menús han cambiado con la jubilación chef de las anteriores y la acquisition de el nuevo chef Oscar. Muchas de las presentaciones de la comida son comparables a un hotel de 5 estrellas canadiense. Se incluye incluían vino de casa, pero siempre puedes pedir una botella de sus su selección modesto pero impresionante. La cerveza y el alcohol es no gut a rot del final de fondo que sirven en muchos de los otros complejos asequible. Tienen una buena selección de licor internacional.

El bar y el restaurante son muy personal atento, a veces bastante comedic y siempre absoluta caballeros. Cuando me enfermo por unos pocos días (una evento inusual) el personal continuamente el ingreso en mí y se aseguró de que nos dieron la mejor consejo médico.

Las actividades de la playa incluyen el uso gratuito de su uno y dos personas, cima kayaks mesa y el uso de las tablas de surf. Que la intentamos utilizar, todos los días para chapotear con los delfines que servírtela casi como funcionaba el reloj cada día entre 0900 y 1100 horas.

Si tienes hijos, puedes sentir seguro dandonos ellos aquí. El personal trata bien, y hasta ellos sirven en el bar...sin alcohol por supuesto. Los menores de 18 personas todo deterioro pulserita blue bandas.

Tienen un fotógrafo en el complejo es que los alrededores para cada sunset y tiene las fotografías listo para comprar la siguiente mañana en el restaurante de buffet. Nos lleva la mayoría de nuestras propias fotos pero este tipo Chuy tiene talento y un buen ojo para puestas. Yo recomendaría altamente para conseguir un una foto de él: ¡vale la pena!

Me he leído algunos comentarios negativos sobre la comida y la gente de multipropiedad en este complejo. Mi esposa y yo hemos viajado por el mundo, probamos muchos buenos vinos, comido una variedad de cocinas y continuar a muchos restaurantes excepcional frecuentes. La comida en el Samba está seguro, delicioso y agradablemente presentado.
Hay una persona de la multipropiedad en el vestíbulo en la recepción, que te da una llamada de teléfono acogedor initial cuando llegas. Si no te responder que te dejan solos, con la excepción de ofrecer te tour comprar. Entonces se puede probar y meterte en un acuerdo de multipropiedad pero sólo decirles que no estás interesado y te detrás de, a diferencia del tiempo compartido difícil de núcleo personas se puede encontrar el centro. Sus precios puede ser mejor que la empresa charteadas.

Bien la idea de que era enviar a darte algunos insight a este complejo, no a vivir tus vacaciones para ti, así que voy a cerca de aquí. El Samba es un maravilloso lugar que atiende a todas tus necesidades en una manera personalizado, y el personal es muy sincero, feliz y dispuesto a agradar. No hay forma de conseguir un precio mejor para tus dólar si estás buscando un hotel tranquilo y romántico vacaciones libres de estrés.
¡Propinas no son necesarias y nunca afectado nuestro nivel de servicio, pero el personal seguro que aprecie ellos. Así que trae un bolsillo lleno de dólares de nosotros, porque tienen un gran oferta de problemas cambiarlas las monedas.";5
351;El sitio es de primera clase: la logística y la experiencia humana puede ser muy duro trabajo y dispiriting.10:00 horas después llegamos en coche de Playa del Carmen: el sitio era relativamente tranquila: pagamos oficial 40 PST para aparcar por oficina de billetes, asisten 10 minutos para entradas y en la que estábamos. El sitio es increíble a una lástima que todo es zona acordonada y como ya se ha mencionado en otras críticas demasiados vendedores locales por todos los caminos - debe haber cientos de ellos! Simplemente no hacer contacto visual.Nos fuimos 1 pm y el lugar estaba abarrotada: docena de cargas de autobús desde los hoteles disgorging su pasaje pringadillo y como nos salía nos contó sobre 200 vehículos sobrantes tratando de entrar al sitio. El sitio tiene sólo una entrada a lo largo de una calle estrecha con una barrera para recoger las tarifas de aparcamiento.Saliendo del Carmen la autopista hay una estafa donde nos dirigieron a un kiosco de información que vende aparcamiento y billetes de entrada para nosotros$27 dando acceso a locales hoteles aparcamiento y una entrada alternativa.;5
352;Después de disfrutar la comida durante toda la semana que comimos en Portobello. Debería haber sabido que estábamos en un paseo cuando abrí la lista de vinos para encontrar a sólo 3 vinos tintos por copa-todo $10 por COPA. camarero era agobiante y tenía una actitud.Cuatro de nosotros cada una tenía un entrante. 2 copas de vino y un vaso de zumo y factura era de $75-qué/total de indignación broma de hacer los propietarios creo que están en el Grove en LA?;2
